[02-18 00:51] === Binance V3 启动 ===
[02-18 00:51] 原则: 均线多头+回调企稳 | 严格止损2%
[02-18 00:51] BTCUSDT: 价格$67,394 | MA20=68,978 | MA50=68,469 | 信号: None
[02-23 02:42] ETHUSDT: 价格$1,939 | MA20=1,962 | MA50=1,983 | 信号: 做空
[02-23 02:47] BTCUSDT: 价格$67,305 | MA20=67,711 | MA50=68,054 | 信号: 做空
[02-23 02:47] ETHUSDT: 价格$1,938 | MA20=1,962 | MA50=1,983 | 信号: 做空
[02-23 02:52] BTCUSDT: 价格$67,303 | MA20=67,711 | MA50=68,054 | 信号: 做空
[02-23 02:52] ETHUSDT: 价格$1,938 | MA20=1,962 | MA50=1,983 | 信号: 做空
[02-23 02:57] BTCUSDT: 价格$67,376 | MA20=67,714 | MA50=68,055 | 信号: 做空
[02-23 02:57] ETHUSDT: 价格$1,940 | MA20=1,962 | MA50=1,983 | 信号: 做空
[02-23 03:02] BTCUSDT: 价格$67,371 | MA20=67,714 | MA50=68,055 | 信号: 做空
[02-23 03:02] ETHUSDT: 价格$1,940 | MA20=1,962 | MA50=1,983 | 信号: 做空
[02-23 03:07] BTCUSDT: 价格$67,331 | MA20=67,712 | MA50=68,054 | 信号: 做空
[02-23 03:07] ETHUSDT: 价格$1,938 | MA20=1,962 | MA50=1,983 | 信号: 做空
[02-23 03:12] BTCUSDT: 价格$67,400 | MA20=67,716 | MA50=68,056 | 信号: 做空
[02-23 03:12] ETHUSDT: 价格$1,942 | MA20=1,962 | MA50=1,983 | 信号: 做空
[02-23 03:17] BTCUSDT: 价格$67,458 | MA20=67,719 | MA50=68,057 | 信号: 做空
[02-23 03:17] ETHUSDT: 价格$1,944 | MA20=1,963 | MA50=1,983 | 信号: 做空
[02-23 03:22] BTCUSDT: 价格$67,395 | MA20=67,715 | MA50=68,056 | 信号: 做空
[02-23 03:22] ETHUSDT: 价格$1,942 | MA20=1,962 | MA50=1,983 | 信号: 做空
[02-23 03:27] BTCUSDT: 价格$67,373 | MA20=67,714 | MA50=68,055 | 信号: 做空
[02-23 03:27] ETHUSDT: 价格$1,942 | MA20=1,962 | MA50=1,983 | 信号: 做空
[02-23 03:32] BTCUSDT: 价格$67,339 | MA20=67,713 | MA50=68,054 | 信号: 做空
[02-23 03:32] ETHUSDT: 价格$1,942 | MA20=1,962 | MA50=1,983 | 信号: 做空
[02-23 03:37] BTCUSDT: 价格$67,332 | MA20=67,712 | MA50=68,054 | 信号: 做空
[02-23 03:37] ETHUSDT: 价格$1,941 | MA20=1,962 | MA50=1,983 | 信号: 做空
[02-23 03:42] BTCUSDT: 价格$67,376 | MA20=67,714 | MA50=68,055 | 信号: 做空
[02-23 03:42] ETHUSDT: 价格$1,941 | MA20=1,962 | MA50=1,983 | 信号: 做空
[02-23 03:47] BTCUSDT: 价格$67,396 | MA20=67,715 | MA50=68,056 | 信号: 做空
[02-23 03:47] ETHUSDT: 价格$1,942 | MA20=1,962 | MA50=1,983 | 信号: 做空
[02-23 03:52] BTCUSDT: 价格$67,410 | MA20=67,716 | MA50=68,056 | 信号: 做空
[02-23 03:52] ETHUSDT: 价格$1,943 | MA20=1,962 | MA50=1,983 | 信号: 做空
[02-23 03:57] BTCUSDT: 价格$67,440 | MA20=67,718 | MA50=68,056 | 信号: 做空
[02-23 03:57] ETHUSDT: 价格$1,943 | MA20=1,962 | MA50=1,983 | 信号: 做空
[02-23 04:02] BTCUSDT: 价格$67,467 | MA20=67,719 | MA50=68,057 | 信号: 做空
[02-23 04:02] ETHUSDT: 价格$1,944 | MA20=1,963 | MA50=1,983 | 信号: 做空
[02-23 04:07] BTCUSDT: 价格$67,462 | MA20=67,719 | MA50=68,057 | 信号: 做空
[02-23 04:07] ETHUSDT: 价格$1,944 | MA20=1,963 | MA50=1,983 | 信号: 做空
[02-23 04:12] BTCUSDT: 价格$67,428 | MA20=67,717 | MA50=68,056 | 信号: 做空
[02-23 04:12] ETHUSDT: 价格$1,941 | MA20=1,962 | MA50=1,983 | 信号: 做空
[02-23 04:17] BTCUSDT: 价格$67,432 | MA20=67,717 | MA50=68,056 | 信号: 做空
[02-23 04:17] ETHUSDT: 价格$1,942 | MA20=1,962 | MA50=1,983 | 信号: 做空
[02-23 04:22] BTCUSDT: 价格$67,439 | MA20=67,718 | MA50=68,056 | 信号: 做空
[02-23 04:22] ETHUSDT: 价格$1,942 | MA20=1,962 | MA50=1,983 | 信号: 做空
[02-23 04:27] BTCUSDT: 价格$67,421 | MA20=67,717 | MA50=68,056 | 信号: 做空
[02-23 04:27] ETHUSDT: 价格$1,942 | MA20=1,962 | MA50=1,983 | 信号: 做空
[02-23 04:32] BTCUSDT: 价格$67,452 | MA20=67,718 | MA50=68,057 | 信号: 做空
[02-23 04:32] ETHUSDT: 价格$1,944 | MA20=1,963 | MA50=1,983 | 信号: 做空
[02-23 04:37] BTCUSDT: 价格$67,459 | MA20=67,719 | MA50=68,057 | 信号: 做空
[02-23 04:37] ETHUSDT: 价格$1,945 | MA20=1,963 | MA50=1,983 | 信号: 做空
[02-23 04:42] BTCUSDT: 价格$67,462 | MA20=67,719 | MA50=68,057 | 信号: 做空
[02-23 04:42] ETHUSDT: 价格$1,944 | MA20=1,963 | MA50=1,983 | 信号: 做空
[02-23 04:47] BTCUSDT: 价格$67,460 | MA20=67,719 | MA50=68,057 | 信号: 做空
[02-23 04:47] ETHUSDT: 价格$1,945 | MA20=1,963 | MA50=1,983 | 信号: 做空
[02-23 04:52] BTCUSDT: 价格$67,426 | MA20=67,717 | MA50=68,056 | 信号: 做空
[02-23 04:52] ETHUSDT: 价格$1,943 | MA20=1,963 | MA50=1,983 | 信号: 做空
[02-23 04:57] BTCUSDT: 价格$67,438 | MA20=67,718 | MA50=68,056 | 信号: 做空
[02-23 04:57] ETHUSDT: 价格$1,944 | MA20=1,963 | MA50=1,983 | 信号: 做空
[02-23 05:02] BTCUSDT: 价格$67,434 | MA20=67,769 | MA50=68,009 | 信号: 做空
[02-23 05:02] ETHUSDT: 价格$1,945 | MA20=1,963 | MA50=1,980 | 信号: 做空
[02-23 05:07] BTCUSDT: 价格$67,431 | MA20=67,769 | MA50=68,009 | 信号: 做空
[02-23 05:07] ETHUSDT: 价格$1,943 | MA20=1,963 | MA50=1,980 | 信号: 做空
[02-23 05:12] BTCUSDT: 价格$67,383 | MA20=67,766 | MA50=68,008 | 信号: 做空
[02-23 05:12] ETHUSDT: 价格$1,941 | MA20=1,963 | MA50=1,980 | 信号: 做空
[02-23 05:17] BTCUSDT: 价格$67,434 | MA20=67,769 | MA50=68,009 | 信号: 做空
[02-23 05:17] ETHUSDT: 价格$1,944 | MA20=1,963 | MA50=1,980 | 信号: 做空
[02-23 05:22] BTCUSDT: 价格$67,437 | MA20=67,769 | MA50=68,009 | 信号: 做空
[02-23 05:22] ETHUSDT: 价格$1,944 | MA20=1,963 | MA50=1,980 | 信号: 做空
[02-23 05:27] BTCUSDT: 价格$67,451 | MA20=67,770 | MA50=68,010 | 信号: 做空
[02-23 05:27] ETHUSDT: 价格$1,944 | MA20=1,963 | MA50=1,980 | 信号: 做空
[02-23 05:32] BTCUSDT: 价格$67,398 | MA20=67,767 | MA50=68,009 | 信号: 做空
[02-23 05:32] ETHUSDT: 价格$1,944 | MA20=1,963 | MA50=1,980 | 信号: 做空
[02-23 05:37] BTCUSDT: 价格$67,431 | MA20=67,769 | MA50=68,009 | 信号: 做空
[02-23 05:37] ETHUSDT: 价格$1,945 | MA20=1,963 | MA50=1,980 | 信号: 做空
[02-23 05:42] BTCUSDT: 价格$67,412 | MA20=67,768 | MA50=68,009 | 信号: 做空
[02-23 05:42] ETHUSDT: 价格$1,944 | MA20=1,963 | MA50=1,980 | 信号: 做空
[02-23 05:47] BTCUSDT: 价格$67,446 | MA20=67,769 | MA50=68,010 | 信号: 做空
[02-23 05:47] ETHUSDT: 价格$1,944 | MA20=1,963 | MA50=1,980 | 信号: 做空
[02-23 05:52] BTCUSDT: 价格$67,424 | MA20=67,768 | MA50=68,009 | 信号: 做空
[02-23 05:52] ETHUSDT: 价格$1,943 | MA20=1,963 | MA50=1,980 | 信号: 做空
[02-23 05:57] BTCUSDT: 价格$67,391 | MA20=67,767 | MA50=68,008 | 信号: 做空
[02-23 05:57] ETHUSDT: 价格$1,941 | MA20=1,963 | MA50=1,980 | 信号: 做空
[02-23 06:02] BTCUSDT: 价格$67,450 | MA20=67,770 | MA50=68,010 | 信号: 做空
[02-23 06:02] ETHUSDT: 价格$1,942 | MA20=1,963 | MA50=1,980 | 信号: 做空
[02-23 06:07] BTCUSDT: 价格$67,461 | MA20=67,770 | MA50=68,010 | 信号: 做空
[02-23 06:08] ETHUSDT: 价格$1,942 | MA20=1,963 | MA50=1,980 | 信号: 做空
[02-23 06:13] BTCUSDT: 价格$67,443 | MA20=67,769 | MA50=68,010 | 信号: 做空
[02-23 06:13] ETHUSDT: 价格$1,942 | MA20=1,963 | MA50=1,980 | 信号: 做空
[02-23 06:18] BTCUSDT: 价格$67,472 | MA20=67,771 | MA50=68,010 | 信号: 做空
[02-23 06:18] ETHUSDT: 价格$1,944 | MA20=1,963 | MA50=1,980 | 信号: 做空
[02-23 06:23] BTCUSDT: 价格$67,477 | MA20=67,771 | MA50=68,010 | 信号: 做空
[02-23 06:23] ETHUSDT: 价格$1,943 | MA20=1,963 | MA50=1,980 | 信号: 做空
[02-23 06:28] BTCUSDT: 价格$67,470 | MA20=67,771 | MA50=68,010 | 信号: 做空
[02-23 06:28] ETHUSDT: 价格$1,942 | MA20=1,963 | MA50=1,980 | 信号: 做空
[02-23 06:33] BTCUSDT: 价格$67,514 | MA20=67,773 | MA50=68,011 | 信号: 做空
[02-23 06:33] ETHUSDT: 价格$1,943 | MA20=1,963 | MA50=1,980 | 信号: 做空
[02-23 06:38] BTCUSDT: 价格$67,554 | MA20=67,775 | MA50=68,012 | 信号: 做空
[02-23 06:38] ETHUSDT: 价格$1,945 | MA20=1,963 | MA50=1,980 | 信号: 做空
[02-23 06:43] BTCUSDT: 价格$67,602 | MA20=67,777 | MA50=68,013 | 信号: 做空
[02-23 06:43] ETHUSDT: 价格$1,950 | MA20=1,964 | MA50=1,980 | 信号: 做空
[02-23 06:48] BTCUSDT: 价格$67,591 | MA20=67,777 | MA50=68,012 | 信号: 做空
[02-23 06:48] ETHUSDT: 价格$1,950 | MA20=1,964 | MA50=1,980 | 信号: 做空
[02-23 06:53] BTCUSDT: 价格$67,612 | MA20=67,778 | MA50=68,013 | 信号: 做空
[02-23 06:53] ETHUSDT: 价格$1,951 | MA20=1,964 | MA50=1,980 | 信号: 做空
[02-23 06:58] BTCUSDT: 价格$67,613 | MA20=67,778 | MA50=68,013 | 信号: 做空
[02-23 06:58] ETHUSDT: 价格$1,950 | MA20=1,964 | MA50=1,980 | 信号: 做空
[02-23 07:03] BTCUSDT: 价格$67,593 | MA20=67,777 | MA50=68,013 | 信号: 做空
[02-23 07:03] ETHUSDT: 价格$1,950 | MA20=1,964 | MA50=1,980 | 信号: 做空
[02-23 07:08] BTCUSDT: 价格$67,543 | MA20=67,774 | MA50=68,012 | 信号: 做空
[02-23 07:08] ETHUSDT: 价格$1,949 | MA20=1,964 | MA50=1,980 | 信号: 做空
[02-23 07:13] BTCUSDT: 价格$67,502 | MA20=67,772 | MA50=68,011 | 信号: 做空
[02-23 07:13] ETHUSDT: 价格$1,947 | MA20=1,964 | MA50=1,980 | 信号: 做空
[02-23 07:18] BTCUSDT: 价格$67,537 | MA20=67,774 | MA50=68,011 | 信号: 做空
[02-23 07:18] ETHUSDT: 价格$1,948 | MA20=1,964 | MA50=1,980 | 信号: 做空
[02-23 07:23] BTCUSDT: 价格$67,636 | MA20=67,779 | MA50=68,013 | 信号: 做空
[02-23 07:23] ETHUSDT: 价格$1,954 | MA20=1,964 | MA50=1,981 | 信号: 做空
[02-23 07:28] BTCUSDT: 价格$67,599 | MA20=67,777 | MA50=68,013 | 信号: 做空
[02-23 07:28] ETHUSDT: 价格$1,956 | MA20=1,964 | MA50=1,981 | 信号: 做空
[02-23 07:33] BTCUSDT: 价格$67,563 | MA20=67,775 | MA50=68,012 | 信号: 做空
[02-23 07:33] ETHUSDT: 价格$1,955 | MA20=1,964 | MA50=1,981 | 信号: 做空
[02-23 07:38] BTCUSDT: 价格$67,571 | MA20=67,776 | MA50=68,012 | 信号: 做空
[02-23 07:38] ETHUSDT: 价格$1,957 | MA20=1,964 | MA50=1,981 | 信号: 做空
[02-23 07:43] BTCUSDT: 价格$67,697 | MA20=67,782 | MA50=68,015 | 信号: 做空
[02-23 07:43] ETHUSDT: 价格$1,959 | MA20=1,964 | MA50=1,981 | 信号: 做空
[02-23 07:48] BTCUSDT: 价格$67,731 | MA20=67,784 | MA50=68,015 | 信号: 做空
[02-23 07:48] ETHUSDT: 价格$1,959 | MA20=1,964 | MA50=1,981 | 信号: 做空
[02-23 07:53] BTCUSDT: 价格$67,725 | MA20=67,783 | MA50=68,015 | 信号: 做空
[02-23 07:53] ETHUSDT: 价格$1,959 | MA20=1,964 | MA50=1,981 | 信号: 做空
[02-23 07:58] BTCUSDT: 价格$67,681 | MA20=67,781 | MA50=68,014 | 信号: 做空
[02-23 07:58] ETHUSDT: 价格$1,959 | MA20=1,964 | MA50=1,981 | 信号: 做空
[02-23 08:03] BTCUSDT: 价格$67,621 | MA20=67,778 | MA50=68,013 | 信号: 做空
[02-23 08:03] ETHUSDT: 价格$1,957 | MA20=1,964 | MA50=1,981 | 信号: 做空
[02-23 08:08] BTCUSDT: 价格$67,602 | MA20=67,777 | MA50=68,013 | 信号: 做空
[02-23 08:08] ETHUSDT: 价格$1,958 | MA20=1,964 | MA50=1,981 | 信号: 做空
[02-23 08:13] BTCUSDT: 价格$67,554 | MA20=67,775 | MA50=68,012 | 信号: 做空
[02-23 08:13] ETHUSDT: 价格$1,956 | MA20=1,964 | MA50=1,981 | 信号: 做空
[02-23 08:18] BTCUSDT: 价格$67,534 | MA20=67,774 | MA50=68,011 | 信号: 做空
[02-23 08:18] ETHUSDT: 价格$1,956 | MA20=1,964 | MA50=1,981 | 信号: 做空
[02-23 08:23] BTCUSDT: 价格$67,493 | MA20=67,772 | MA50=68,011 | 信号: 做空
[02-23 08:23] ETHUSDT: 价格$1,950 | MA20=1,964 | MA50=1,980 | 信号: 做空
[02-23 08:28] BTCUSDT: 价格$67,565 | MA20=67,775 | MA50=68,012 | 信号: 做空
[02-23 08:28] ETHUSDT: 价格$1,952 | MA20=1,964 | MA50=1,981 | 信号: 做空
[02-23 08:33] BTCUSDT: 价格$67,573 | MA20=67,776 | MA50=68,012 | 信号: 做空
[02-23 08:33] ETHUSDT: 价格$1,952 | MA20=1,964 | MA50=1,981 | 信号: 做空
[02-23 08:38] BTCUSDT: 价格$67,584 | MA20=67,776 | MA50=68,012 | 信号: 做空
[02-23 08:38] ETHUSDT: 价格$1,953 | MA20=1,964 | MA50=1,981 | 信号: 做空
[02-23 08:43] BTCUSDT: 价格$67,492 | MA20=67,772 | MA50=68,011 | 信号: 做空
[02-23 08:43] ETHUSDT: 价格$1,949 | MA20=1,964 | MA50=1,980 | 信号: 做空
[02-23 08:48] BTCUSDT: 价格$67,536 | MA20=67,774 | MA50=68,011 | 信号: 做空
[02-23 08:48] ETHUSDT: 价格$1,950 | MA20=1,964 | MA50=1,980 | 信号: 做空
[02-23 08:53] BTCUSDT: 价格$67,582 | MA20=67,776 | MA50=68,012 | 信号: 做空
[02-23 08:53] ETHUSDT: 价格$1,952 | MA20=1,964 | MA50=1,981 | 信号: 做空
[02-23 08:58] BTCUSDT: 价格$67,717 | MA20=67,783 | MA50=68,015 | 信号: 做空
[02-23 08:58] ETHUSDT: 价格$1,960 | MA20=1,964 | MA50=1,981 | 信号: 做空
[02-23 09:03] BTCUSDT: 价格$67,630 | MA20=67,808 | MA50=67,969 | 信号: 做空
[02-23 09:03] ETHUSDT: 价格$1,956 | MA20=1,965 | MA50=1,978 | 信号: 做空
[02-23 09:08] BTCUSDT: 价格$67,624 | MA20=67,808 | MA50=67,969 | 信号: 做空
[02-23 09:08] ETHUSDT: 价格$1,954 | MA20=1,965 | MA50=1,978 | 信号: 做空
[02-23 09:13] BTCUSDT: 价格$67,617 | MA20=67,808 | MA50=67,968 | 信号: 做空
[02-23 09:13] ETHUSDT: 价格$1,954 | MA20=1,965 | MA50=1,978 | 信号: 做空
[02-23 09:18] BTCUSDT: 价格$67,624 | MA20=67,808 | MA50=67,969 | 信号: 做空
[02-23 09:18] ETHUSDT: 价格$1,955 | MA20=1,965 | MA50=1,978 | 信号: 做空
[02-23 09:23] BTCUSDT: 价格$67,490 | MA20=67,801 | MA50=67,966 | 信号: 做空
[02-23 09:23] ETHUSDT: 价格$1,951 | MA20=1,965 | MA50=1,978 | 信号: 做空
[02-23 09:28] BTCUSDT: 价格$67,460 | MA20=67,800 | MA50=67,965 | 信号: 做空
[02-23 09:28] ETHUSDT: 价格$1,947 | MA20=1,964 | MA50=1,978 | 信号: 做空
[02-23 09:33] BTCUSDT: 价格$67,362 | MA20=67,795 | MA50=67,963 | 信号: 做空
[02-23 09:33] ETHUSDT: 价格$1,946 | MA20=1,964 | MA50=1,978 | 信号: 做空
[02-23 09:38] BTCUSDT: 价格$67,262 | MA20=67,790 | MA50=67,961 | 信号: 做空
[02-23 09:38] ETHUSDT: 价格$1,945 | MA20=1,964 | MA50=1,978 | 信号: 做空
[02-23 09:43] BTCUSDT: 价格$67,238 | MA20=67,789 | MA50=67,961 | 信号: 做空
[02-23 09:43] ETHUSDT: 价格$1,944 | MA20=1,964 | MA50=1,978 | 信号: 做空
[02-23 09:48] BTCUSDT: 价格$67,132 | MA20=67,783 | MA50=67,959 | 信号: 做空
[02-23 09:48] ETHUSDT: 价格$1,942 | MA20=1,964 | MA50=1,978 | 信号: 做空
[02-23 09:53] BTCUSDT: 价格$67,067 | MA20=67,780 | MA50=67,957 | 信号: 做空
[02-23 09:53] ETHUSDT: 价格$1,941 | MA20=1,964 | MA50=1,978 | 信号: 做空
[02-23 09:58] BTCUSDT: 价格$66,792 | MA20=67,766 | MA50=67,952 | 信号: 做空
[02-23 09:58] ETHUSDT: 价格$1,930 | MA20=1,964 | MA50=1,977 | 信号: 做空
[02-23 10:03] BTCUSDT: 价格$66,050 | MA20=67,729 | MA50=67,937 | 信号: 做空
[02-23 10:03] ETHUSDT: 价格$1,893 | MA20=1,962 | MA50=1,977 | 信号: 做空
[02-23 10:08] BTCUSDT: 价格$65,797 | MA20=67,717 | MA50=67,932 | 信号: 做空
[02-23 10:08] ETHUSDT: 价格$1,883 | MA20=1,961 | MA50=1,977 | 信号: 做空
[02-23 10:13] BTCUSDT: 价格$65,509 | MA20=67,702 | MA50=67,926 | 信号: 做空
[02-23 10:13] ETHUSDT: 价格$1,885 | MA20=1,961 | MA50=1,977 | 信号: 做空
[02-23 10:18] BTCUSDT: 价格$65,283 | MA20=67,691 | MA50=67,922 | 信号: 做空
[02-23 10:18] ETHUSDT: 价格$1,877 | MA20=1,961 | MA50=1,976 | 信号: 做空
[02-23 10:23] BTCUSDT: 价格$65,188 | MA20=67,686 | MA50=67,920 | 信号: 做空
[02-23 10:23] ETHUSDT: 价格$1,874 | MA20=1,961 | MA50=1,976 | 信号: 做空
[02-23 10:28] BTCUSDT: 价格$65,133 | MA20=67,683 | MA50=67,919 | 信号: 做空
[02-23 10:28] ETHUSDT: 价格$1,876 | MA20=1,961 | MA50=1,976 | 信号: 做空
[02-23 10:33] BTCUSDT: 价格$65,091 | MA20=67,681 | MA50=67,918 | 信号: 做空
[02-23 10:33] ETHUSDT: 价格$1,872 | MA20=1,961 | MA50=1,976 | 信号: 做空
[02-23 10:38] BTCUSDT: 价格$65,278 | MA20=67,691 | MA50=67,922 | 信号: 做空
[02-23 10:38] ETHUSDT: 价格$1,878 | MA20=1,961 | MA50=1,976 | 信号: 做空
[02-23 10:43] BTCUSDT: 价格$65,161 | MA20=67,685 | MA50=67,919 | 信号: 做空
[02-23 10:43] ETHUSDT: 价格$1,872 | MA20=1,961 | MA50=1,976 | 信号: 做空
[02-23 10:48] BTCUSDT: 价格$64,749 | MA20=67,664 | MA50=67,911 | 信号: 做空
[02-23 10:48] ETHUSDT: 价格$1,864 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 10:53] BTCUSDT: 价格$64,469 | MA20=67,650 | MA50=67,905 | 信号: 做空
[02-23 10:53] ETHUSDT: 价格$1,859 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 10:58] BTCUSDT: 价格$64,608 | MA20=67,657 | MA50=67,908 | 信号: 做空
[02-23 10:58] ETHUSDT: 价格$1,864 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 11:03] BTCUSDT: 价格$64,543 | MA20=67,654 | MA50=67,907 | 信号: 做空
[02-23 11:03] ETHUSDT: 价格$1,858 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 11:08] BTCUSDT: 价格$64,667 | MA20=67,660 | MA50=67,909 | 信号: 做空
[02-23 11:08] ETHUSDT: 价格$1,863 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 11:13] BTCUSDT: 价格$64,635 | MA20=67,659 | MA50=67,909 | 信号: 做空
[02-23 11:13] ETHUSDT: 价格$1,861 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 11:18] BTCUSDT: 价格$64,736 | MA20=67,664 | MA50=67,911 | 信号: 做空
[02-23 11:18] ETHUSDT: 价格$1,859 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 11:23] BTCUSDT: 价格$64,581 | MA20=67,656 | MA50=67,908 | 信号: 做空
[02-23 11:23] ETHUSDT: 价格$1,858 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 11:28] BTCUSDT: 价格$64,651 | MA20=67,659 | MA50=67,909 | 信号: 做空
[02-23 11:28] ETHUSDT: 价格$1,861 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 11:33] BTCUSDT: 价格$64,823 | MA20=67,668 | MA50=67,913 | 信号: 做空
[02-23 11:33] ETHUSDT: 价格$1,866 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 11:38] BTCUSDT: 价格$64,815 | MA20=67,668 | MA50=67,912 | 信号: 做空
[02-23 11:38] ETHUSDT: 价格$1,865 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 11:43] BTCUSDT: 价格$64,758 | MA20=67,665 | MA50=67,911 | 信号: 做空
[02-23 11:43] ETHUSDT: 价格$1,863 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 11:48] BTCUSDT: 价格$64,772 | MA20=67,665 | MA50=67,912 | 信号: 做空
[02-23 11:48] ETHUSDT: 价格$1,863 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 11:53] BTCUSDT: 价格$64,786 | MA20=67,666 | MA50=67,912 | 信号: 做空
[02-23 11:53] ETHUSDT: 价格$1,865 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 11:58] BTCUSDT: 价格$64,746 | MA20=67,664 | MA50=67,911 | 信号: 做空
[02-23 11:58] ETHUSDT: 价格$1,863 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 12:03] BTCUSDT: 价格$64,813 | MA20=67,667 | MA50=67,912 | 信号: 做空
[02-23 12:03] ETHUSDT: 价格$1,864 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 12:08] BTCUSDT: 价格$65,003 | MA20=67,677 | MA50=67,916 | 信号: 做空
[02-23 12:08] ETHUSDT: 价格$1,870 | MA20=1,961 | MA50=1,976 | 信号: 做空
[02-23 12:13] BTCUSDT: 价格$64,906 | MA20=67,672 | MA50=67,914 | 信号: 做空
[02-23 12:13] ETHUSDT: 价格$1,866 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 12:18] BTCUSDT: 价格$64,750 | MA20=67,664 | MA50=67,911 | 信号: 做空
[02-23 12:18] ETHUSDT: 价格$1,862 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 12:23] BTCUSDT: 价格$64,784 | MA20=67,666 | MA50=67,912 | 信号: 做空
[02-23 12:23] ETHUSDT: 价格$1,860 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 12:28] BTCUSDT: 价格$64,736 | MA20=67,664 | MA50=67,911 | 信号: 做空
[02-23 12:28] ETHUSDT: 价格$1,858 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 12:33] BTCUSDT: 价格$64,754 | MA20=67,665 | MA50=67,911 | 信号: 做空
[02-23 12:33] ETHUSDT: 价格$1,859 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 12:38] BTCUSDT: 价格$64,918 | MA20=67,673 | MA50=67,914 | 信号: 做空
[02-23 12:38] ETHUSDT: 价格$1,861 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 12:43] BTCUSDT: 价格$64,954 | MA20=67,675 | MA50=67,915 | 信号: 做空
[02-23 12:43] ETHUSDT: 价格$1,864 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 12:48] BTCUSDT: 价格$64,948 | MA20=67,674 | MA50=67,915 | 信号: 做空
[02-23 12:48] ETHUSDT: 价格$1,864 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 12:53] BTCUSDT: 价格$65,000 | MA20=67,677 | MA50=67,916 | 信号: 做空
[02-23 12:53] ETHUSDT: 价格$1,867 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 12:58] BTCUSDT: 价格$64,977 | MA20=67,676 | MA50=67,916 | 信号: 做空
[02-23 12:58] ETHUSDT: 价格$1,864 | MA20=1,960 | MA50=1,976 | 信号: 做空
[02-23 13:03] BTCUSDT: 价格$64,900 | MA20=67,568 | MA50=67,816 | 信号: 做空
[02-23 13:03] ETHUSDT: 价格$1,861 | MA20=1,956 | MA50=1,972 | 信号: 做空
[02-23 13:08] BTCUSDT: 价格$64,872 | MA20=67,567 | MA50=67,816 | 信号: 做空
[02-23 13:08] ETHUSDT: 价格$1,862 | MA20=1,956 | MA50=1,972 | 信号: 做空
[02-23 13:13] BTCUSDT: 价格$65,027 | MA20=67,575 | MA50=67,819 | 信号: 做空
[02-23 13:13] ETHUSDT: 价格$1,864 | MA20=1,956 | MA50=1,972 | 信号: 做空
[02-23 13:18] BTCUSDT: 价格$64,919 | MA20=67,569 | MA50=67,817 | 信号: 做空
[02-23 13:18] ETHUSDT: 价格$1,863 | MA20=1,956 | MA50=1,972 | 信号: 做空
[02-23 13:23] BTCUSDT: 价格$64,805 | MA20=67,564 | MA50=67,814 | 信号: 做空
[02-23 13:23] ETHUSDT: 价格$1,861 | MA20=1,956 | MA50=1,972 | 信号: 做空
[02-23 13:28] BTCUSDT: 价格$64,768 | MA20=67,562 | MA50=67,814 | 信号: 做空
[02-23 13:28] ETHUSDT: 价格$1,861 | MA20=1,956 | MA50=1,972 | 信号: 做空
[02-23 13:33] BTCUSDT: 价格$64,772 | MA20=67,562 | MA50=67,814 | 信号: 做空
[02-23 13:33] ETHUSDT: 价格$1,860 | MA20=1,956 | MA50=1,972 | 信号: 做空
[02-23 13:38] BTCUSDT: 价格$64,726 | MA20=67,560 | MA50=67,813 | 信号: 做空
[02-23 13:38] ETHUSDT: 价格$1,859 | MA20=1,956 | MA50=1,972 | 信号: 做空
[02-23 13:43] BTCUSDT: 价格$64,700 | MA20=67,558 | MA50=67,812 | 信号: 做空
[02-23 13:43] ETHUSDT: 价格$1,857 | MA20=1,956 | MA50=1,972 | 信号: 做空
[02-23 13:48] BTCUSDT: 价格$64,717 | MA20=67,559 | MA50=67,813 | 信号: 做空
[02-23 13:48] ETHUSDT: 价格$1,858 | MA20=1,956 | MA50=1,972 | 信号: 做空
